Image,Classification
166837.jpg,Barred Spiral
82349.jpg,Barred Spiral
123214.jpg,Eliptical
165720.jpg,Spiral
38239.jpg,Spiral
78003.jpg,Eliptical
238090.jpg,Spiral
105773.jpg,Barred Spiral
108736.jpg,Barred Spiral
52232.jpg,Spiral
236138.jpg,Eliptical
119859.jpg,Barred Spiral
47457.jpg,Barred Spiral
91504.jpg,Spiral
149578.jpg,Barred Spiral
164153.jpg,Eliptical
185933.jpg,Barred Spiral
54733.jpg,Eliptical
74852.jpg,Eliptical
77699.jpg,Eliptical
220196.jpg,Spiral
99859.jpg,Eliptical
54078.jpg,Spiral
240419.jpg,Eliptical
61630.jpg,Eliptical
73699.jpg,Eliptical
122479.jpg,Eliptical
245012.jpg,Barred Spiral
127692.jpg,Eliptical
53451.jpg,Barred Spiral
196912.jpg,Eliptical
206824.jpg,Eliptical
175109.jpg,Eliptical
112918.jpg,Barred Spiral
137312.jpg,Barred Spiral
62058.jpg,Eliptical
180494.jpg,Eliptical
199626.jpg,Eliptical
204457.jpg,Spiral
50718.jpg,Barred Spiral
7276.jpg,Eliptical
187159.jpg,Eliptical
128904.jpg,Spiral
74629.jpg,Spiral
133143.jpg,Eliptical
47646.jpg,Barred Spiral
81669.jpg,Spiral
159564.jpg,Barred Spiral
158160.jpg,Eliptical
173612.jpg,Eliptical
23005.jpg,Spiral
84524.jpg,Eliptical
167901.jpg,Eliptical
19220.jpg,Spiral
92180.jpg,Barred Spiral
181140.jpg,Spiral
85488.jpg,Eliptical
72376.jpg,Barred Spiral
228643.jpg,Spiral
123736.jpg,Spiral
27811.jpg,Eliptical
56852.jpg,Spiral
214133.jpg,Eliptical
73286.jpg,Eliptical
121606.jpg,Eliptical
2748.jpg,Barred Spiral
100641.jpg,Spiral
195034.jpg,Eliptical
78088.jpg,Eliptical
159315.jpg,Eliptical
232046.jpg,Barred Spiral
216149.jpg,Barred Spiral
217714.jpg,Spiral
191954.jpg,Eliptical
225259.jpg,Spiral
18232.jpg,Spiral
167079.jpg,Barred Spiral
175968.jpg,Barred Spiral
91920.jpg,Eliptical
166166.jpg,Barred Spiral
102830.jpg,Eliptical
143766.jpg,Eliptical
43662.jpg,Eliptical
54546.jpg,Barred Spiral
213651.jpg,Barred Spiral
18517.jpg,Eliptical
82544.jpg,Barred Spiral
33761.jpg,Eliptical
96638.jpg,Eliptical
144921.jpg,Eliptical
61331.jpg,Barred Spiral
173960.jpg,Spiral
122003.jpg,Barred Spiral
179735.jpg,Barred Spiral
51738.jpg,Spiral
206209.jpg,Barred Spiral
30758.jpg,Eliptical
102508.jpg,Eliptical
91198.jpg,Eliptical
171886.jpg,Barred Spiral
32532.jpg,Barred Spiral
27852.jpg,Eliptical
66551.jpg,Barred Spiral
214248.jpg,Barred Spiral
60072.jpg,Eliptical
127244.jpg,Barred Spiral
16336.jpg,Eliptical
203838.jpg,Eliptical
48393.jpg,Barred Spiral
89789.jpg,Barred Spiral
185916.jpg,Barred Spiral
177237.jpg,Eliptical
78499.jpg,Barred Spiral
121921.jpg,Eliptical
79016.jpg,Eliptical
96720.jpg,Barred Spiral
111895.jpg,Eliptical
229663.jpg,Barred Spiral
151034.jpg,Spiral
143671.jpg,Barred Spiral
168315.jpg,Barred Spiral
48622.jpg,Eliptical
89052.jpg,Eliptical
223040.jpg,Barred Spiral
194625.jpg,Spiral
206697.jpg,Spiral
82854.jpg,Barred Spiral
110791.jpg,Barred Spiral
1347.jpg,Barred Spiral
114502.jpg,Eliptical
97607.jpg,Eliptical
155265.jpg,Eliptical
226583.jpg,Barred Spiral
113825.jpg,Barred Spiral
165430.jpg,Eliptical
142010.jpg,Spiral
9207.jpg,Spiral
27448.jpg,Eliptical
4576.jpg,Eliptical
226756.jpg,Eliptical
139215.jpg,Eliptical
12752.jpg,Barred Spiral
93203.jpg,Barred Spiral
160446.jpg,Spiral
224774.jpg,Barred Spiral
14965.jpg,Barred Spiral
9728.jpg,Barred Spiral
140155.jpg,Spiral
167922.jpg,Barred Spiral
9522.jpg,Barred Spiral
13052.jpg,Barred Spiral
197059.jpg,Spiral
114325.jpg,Eliptical
45861.jpg,Eliptical
225038.jpg,Eliptical
1621.jpg,Barred Spiral
205544.jpg,Barred Spiral
135031.jpg,Eliptical
127524.jpg,Barred Spiral
1853.jpg,Barred Spiral
230929.jpg,Eliptical
206494.jpg,Spiral
60638.jpg,Barred Spiral
209270.jpg,Eliptical
151099.jpg,Eliptical
199002.jpg,Barred Spiral
227137.jpg,Barred Spiral
10074.jpg,Eliptical
581.jpg,Eliptical
14443.jpg,Eliptical
34818.jpg,Spiral
102253.jpg,Barred Spiral
89518.jpg,Eliptical
224426.jpg,Spiral
75590.jpg,Eliptical
108973.jpg,Eliptical
175113.jpg,Eliptical
152352.jpg,Eliptical
77770.jpg,Spiral
194989.jpg,Barred Spiral
100607.jpg,Spiral
213183.jpg,Eliptical
176546.jpg,Barred Spiral
242081.jpg,Eliptical
221902.jpg,Eliptical
78329.jpg,Spiral
6505.jpg,Eliptical
2758.jpg,Eliptical
135411.jpg,Eliptical
199476.jpg,Eliptical
72201.jpg,Barred Spiral
23717.jpg,Spiral
134559.jpg,Barred Spiral
196734.jpg,Eliptical
135642.jpg,Eliptical
245527.jpg,Eliptical
118602.jpg,Barred Spiral
152696.jpg,Barred Spiral
105873.jpg,Barred Spiral
90258.jpg,Barred Spiral
196435.jpg,Barred Spiral
31763.jpg,Barred Spiral
204947.jpg,Spiral
175007.jpg,Barred Spiral
236986.jpg,Barred Spiral
109426.jpg,Eliptical
131347.jpg,Spiral
23743.jpg,Eliptical
155473.jpg,Eliptical
123065.jpg,Barred Spiral
75351.jpg,Barred Spiral
51394.jpg,Eliptical
73412.jpg,Eliptical
200497.jpg,Eliptical
91718.jpg,Eliptical
194471.jpg,Spiral
28444.jpg,Barred Spiral
64943.jpg,Barred Spiral
117184.jpg,Barred Spiral
580.jpg,Eliptical
89726.jpg,Barred Spiral
31631.jpg,Eliptical
162007.jpg,Barred Spiral
88044.jpg,Eliptical
93064.jpg,Eliptical
149499.jpg,Eliptical
173102.jpg,Barred Spiral
111803.jpg,Barred Spiral
89146.jpg,Eliptical
52792.jpg,Eliptical
123642.jpg,Eliptical
14893.jpg,Barred Spiral
238466.jpg,Spiral
122653.jpg,Spiral
116478.jpg,Barred Spiral
196049.jpg,Barred Spiral
184579.jpg,Eliptical
244359.jpg,Eliptical
204314.jpg,Spiral
65560.jpg,Eliptical
37901.jpg,Eliptical
141120.jpg,Eliptical
177554.jpg,Barred Spiral
163514.jpg,Eliptical
58323.jpg,Barred Spiral
181954.jpg,Barred Spiral
17971.jpg,Barred Spiral
226776.jpg,Eliptical
5289.jpg,Barred Spiral
13677.jpg,Eliptical
70660.jpg,Barred Spiral
88926.jpg,Eliptical
236700.jpg,Eliptical
131379.jpg,Eliptical
222770.jpg,Spiral
131275.jpg,Barred Spiral
231066.jpg,Spiral
23030.jpg,Eliptical
141386.jpg,Spiral
74594.jpg,Spiral
205247.jpg,Spiral
206615.jpg,Barred Spiral
238795.jpg,Barred Spiral
138265.jpg,Barred Spiral
156764.jpg,Eliptical
1827.jpg,Barred Spiral
52026.jpg,Eliptical
163745.jpg,Eliptical
116351.jpg,Spiral
24886.jpg,Barred Spiral
229649.jpg,Barred Spiral
160471.jpg,Barred Spiral
110772.jpg,Barred Spiral
217867.jpg,Eliptical
66976.jpg,Eliptical
2488.jpg,Barred Spiral
157807.jpg,Spiral
96760.jpg,Spiral
2268.jpg,Eliptical
36693.jpg,Barred Spiral
25821.jpg,Eliptical
200830.jpg,Barred Spiral
41978.jpg,Spiral
60007.jpg,Spiral
106183.jpg,Spiral
148125.jpg,Barred Spiral
7296.jpg,Spiral
48281.jpg,Spiral
224933.jpg,Eliptical
231389.jpg,Barred Spiral
99098.jpg,Barred Spiral
142497.jpg,Eliptical
227186.jpg,Barred Spiral
96619.jpg,Eliptical
223051.jpg,Barred Spiral
128818.jpg,Eliptical
220954.jpg,Spiral
97081.jpg,Barred Spiral
152117.jpg,Barred Spiral
81494.jpg,Eliptical
16510.jpg,Barred Spiral
201103.jpg,Eliptical
163074.jpg,Barred Spiral
152933.jpg,Barred Spiral
210782.jpg,Eliptical
64005.jpg,Eliptical
164253.jpg,Barred Spiral
233984.jpg,Barred Spiral
26797.jpg,Spiral
161748.jpg,Spiral
65173.jpg,Barred Spiral
128746.jpg,Spiral
135773.jpg,Eliptical
157470.jpg,Eliptical
54688.jpg,Spiral
106604.jpg,Barred Spiral
186694.jpg,Spiral
87135.jpg,Eliptical
142104.jpg,Eliptical
157408.jpg,Eliptical
204661.jpg,Spiral
177005.jpg,Spiral
129184.jpg,Barred Spiral
136105.jpg,Eliptical
72920.jpg,Barred Spiral
33004.jpg,Eliptical
125853.jpg,Spiral
12691.jpg,Eliptical
158047.jpg,Eliptical
100962.jpg,Spiral
191670.jpg,Spiral
95987.jpg,Barred Spiral
17518.jpg,Eliptical
141650.jpg,Barred Spiral
224639.jpg,Barred Spiral
25402.jpg,Spiral
81569.jpg,Eliptical
96762.jpg,Eliptical
49142.jpg,Barred Spiral
124655.jpg,Barred Spiral
31670.jpg,Barred Spiral
209968.jpg,Eliptical
160433.jpg,Barred Spiral
228933.jpg,Spiral
165876.jpg,Eliptical
170496.jpg,Barred Spiral
80329.jpg,Spiral
177016.jpg,Barred Spiral
230092.jpg,Barred Spiral
30095.jpg,Eliptical
135611.jpg,Barred Spiral
19970.jpg,Eliptical
60216.jpg,Spiral
93130.jpg,Barred Spiral
203837.jpg,Eliptical
76883.jpg,Barred Spiral
229570.jpg,Eliptical
201204.jpg,Spiral
170691.jpg,Eliptical
155955.jpg,Barred Spiral
14992.jpg,Barred Spiral
170768.jpg,Barred Spiral
200544.jpg,Barred Spiral
184862.jpg,Spiral
140930.jpg,Eliptical
118393.jpg,Barred Spiral
204118.jpg,Eliptical
62883.jpg,Eliptical
138476.jpg,Eliptical
194851.jpg,Spiral
55244.jpg,Eliptical
172632.jpg,Eliptical
99005.jpg,Barred Spiral
150197.jpg,Barred Spiral
171361.jpg,Barred Spiral
241416.jpg,Spiral
218244.jpg,Spiral
20367.jpg,Eliptical
78653.jpg,Barred Spiral
200026.jpg,Spiral
144053.jpg,Barred Spiral
79662.jpg,Eliptical
227054.jpg,Eliptical
107286.jpg,Barred Spiral
85550.jpg,Barred Spiral
237744.jpg,Barred Spiral
58218.jpg,Eliptical
162003.jpg,Barred Spiral
214764.jpg,Eliptical
99077.jpg,Barred Spiral
152215.jpg,Eliptical
166279.jpg,Eliptical
207385.jpg,Eliptical
87267.jpg,Eliptical
101524.jpg,Spiral
142507.jpg,Eliptical
59062.jpg,Spiral
218590.jpg,Barred Spiral
15080.jpg,Eliptical
77496.jpg,Eliptical
230148.jpg,Barred Spiral
126493.jpg,Barred Spiral
69314.jpg,Spiral
170664.jpg,Barred Spiral
155962.jpg,Barred Spiral
119836.jpg,Barred Spiral
230260.jpg,Barred Spiral
231014.jpg,Barred Spiral
35733.jpg,Eliptical
72498.jpg,Barred Spiral
14117.jpg,Spiral
219087.jpg,Eliptical
215116.jpg,Barred Spiral
87296.jpg,Eliptical
82382.jpg,Eliptical
118835.jpg,Eliptical
8240.jpg,Eliptical
187484.jpg,Barred Spiral
150066.jpg,Barred Spiral
30716.jpg,Spiral
115163.jpg,Eliptical
157605.jpg,Eliptical
59690.jpg,Barred Spiral
122636.jpg,Spiral
194156.jpg,Barred Spiral
117037.jpg,Barred Spiral
49732.jpg,Eliptical
112417.jpg,Spiral
195564.jpg,Barred Spiral
241797.jpg,Eliptical
164567.jpg,Eliptical
183514.jpg,Eliptical
199425.jpg,Eliptical
130959.jpg,Eliptical
148468.jpg,Eliptical
77833.jpg,Eliptical
100374.jpg,Spiral
154402.jpg,Eliptical
107479.jpg,Spiral
110473.jpg,Barred Spiral
236317.jpg,Eliptical
163226.jpg,Eliptical
97332.jpg,Eliptical
233028.jpg,Barred Spiral
80392.jpg,Eliptical
121219.jpg,Barred Spiral
237347.jpg,Barred Spiral
170091.jpg,Spiral
121076.jpg,Spiral
41730.jpg,Spiral
161551.jpg,Spiral
185996.jpg,Spiral
83074.jpg,Eliptical
4426.jpg,Eliptical
132426.jpg,Spiral
118207.jpg,Eliptical
93296.jpg,Spiral
82924.jpg,Barred Spiral
99198.jpg,Eliptical
151986.jpg,Eliptical
25563.jpg,Barred Spiral
211952.jpg,Eliptical
173831.jpg,Spiral
106660.jpg,Eliptical
206558.jpg,Spiral
185552.jpg,Eliptical
168041.jpg,Eliptical
18993.jpg,Barred Spiral
222022.jpg,Eliptical
44662.jpg,Eliptical
128691.jpg,Barred Spiral
213460.jpg,Barred Spiral
55819.jpg,Eliptical
150068.jpg,Barred Spiral
222769.jpg,Eliptical
207740.jpg,Eliptical
187074.jpg,Spiral
78791.jpg,Barred Spiral
130350.jpg,Barred Spiral
120429.jpg,Eliptical
105317.jpg,Spiral
40648.jpg,Barred Spiral
39186.jpg,Barred Spiral
178424.jpg,Eliptical
191826.jpg,Barred Spiral
122542.jpg,Eliptical
128078.jpg,Spiral
75499.jpg,Eliptical
78832.jpg,Eliptical
115506.jpg,Eliptical
194595.jpg,Barred Spiral
172876.jpg,Eliptical
19901.jpg,Eliptical
208171.jpg,Barred Spiral
142970.jpg,Spiral
227136.jpg,Barred Spiral
7573.jpg,Barred Spiral
125263.jpg,Barred Spiral
139025.jpg,Barred Spiral
210261.jpg,Barred Spiral
181299.jpg,Barred Spiral
97508.jpg,Eliptical
60348.jpg,Barred Spiral
18954.jpg,Barred Spiral
11237.jpg,Eliptical
196482.jpg,Eliptical
68361.jpg,Eliptical
11912.jpg,Barred Spiral
48527.jpg,Eliptical
237470.jpg,Eliptical
140177.jpg,Barred Spiral
208282.jpg,Eliptical
80931.jpg,Eliptical
90718.jpg,Barred Spiral
184815.jpg,Eliptical
234536.jpg,Eliptical
57884.jpg,Spiral
168023.jpg,Spiral
18023.jpg,Eliptical
213050.jpg,Eliptical
40081.jpg,Eliptical
201491.jpg,Barred Spiral
79007.jpg,Eliptical
149982.jpg,Eliptical
151380.jpg,Spiral
86245.jpg,Barred Spiral
163647.jpg,Spiral
74865.jpg,Barred Spiral
123862.jpg,Spiral
82071.jpg,Spiral
150716.jpg,Barred Spiral
211137.jpg,Eliptical
135203.jpg,Eliptical
123396.jpg,Barred Spiral
63231.jpg,Barred Spiral
49868.jpg,Barred Spiral
156087.jpg,Barred Spiral
159179.jpg,Barred Spiral
97695.jpg,Spiral
1549.jpg,Eliptical
71425.jpg,Eliptical
181369.jpg,Barred Spiral
174944.jpg,Barred Spiral
188745.jpg,Barred Spiral
21892.jpg,Eliptical
113070.jpg,Barred Spiral
238351.jpg,Spiral
153515.jpg,Eliptical
186374.jpg,Eliptical
120168.jpg,Barred Spiral
121569.jpg,Eliptical
214536.jpg,Spiral
101159.jpg,Barred Spiral
187956.jpg,Eliptical
144099.jpg,Barred Spiral
85542.jpg,Eliptical
32244.jpg,Eliptical
236021.jpg,Spiral
206586.jpg,Barred Spiral
222940.jpg,Eliptical
15251.jpg,Barred Spiral
83875.jpg,Eliptical
156299.jpg,Spiral
173520.jpg,Eliptical
234682.jpg,Barred Spiral
119570.jpg,Spiral
80621.jpg,Barred Spiral
78427.jpg,Eliptical
50687.jpg,Eliptical
62238.jpg,Eliptical
85896.jpg,Barred Spiral
133298.jpg,Eliptical
33897.jpg,Eliptical
207144.jpg,Barred Spiral
61615.jpg,Eliptical
125029.jpg,Barred Spiral
199391.jpg,Barred Spiral
19480.jpg,Spiral
66892.jpg,Barred Spiral
70425.jpg,Eliptical
96030.jpg,Barred Spiral
158926.jpg,Spiral
213577.jpg,Barred Spiral
242246.jpg,Barred Spiral
99073.jpg,Spiral
236217.jpg,Barred Spiral
216849.jpg,Barred Spiral
64185.jpg,Barred Spiral
58987.jpg,Spiral
119236.jpg,Spiral
242753.jpg,Eliptical
205826.jpg,Eliptical
143053.jpg,Eliptical
210725.jpg,Barred Spiral
17287.jpg,Eliptical
201421.jpg,Eliptical
219750.jpg,Eliptical
161638.jpg,Barred Spiral
24019.jpg,Eliptical
72864.jpg,Eliptical
56244.jpg,Eliptical
208018.jpg,Eliptical
17372.jpg,Eliptical
192852.jpg,Eliptical
18381.jpg,Eliptical
124035.jpg,Spiral
89969.jpg,Eliptical
171858.jpg,Barred Spiral
211328.jpg,Eliptical
137182.jpg,Eliptical
88364.jpg,Barred Spiral
151058.jpg,Barred Spiral
92955.jpg,Spiral
98971.jpg,Barred Spiral
210656.jpg,Eliptical
125860.jpg,Barred Spiral
34748.jpg,Spiral
98220.jpg,Barred Spiral
37177.jpg,Barred Spiral
178793.jpg,Barred Spiral
28012.jpg,Spiral
82531.jpg,Eliptical
77659.jpg,Barred Spiral
198997.jpg,Eliptical
228542.jpg,Spiral
240788.jpg,Spiral
20331.jpg,Eliptical
176212.jpg,Eliptical
22442.jpg,Eliptical
157746.jpg,Barred Spiral
215438.jpg,Eliptical
145481.jpg,Barred Spiral
118050.jpg,Barred Spiral
177210.jpg,Eliptical
96998.jpg,Barred Spiral
180121.jpg,Barred Spiral
122422.jpg,Eliptical
92203.jpg,Barred Spiral
47202.jpg,Eliptical
222680.jpg,Barred Spiral
116806.jpg,Eliptical
120121.jpg,Eliptical
162107.jpg,Spiral
210511.jpg,Eliptical
188344.jpg,Barred Spiral
96383.jpg,Barred Spiral
105548.jpg,Spiral
234048.jpg,Spiral
144404.jpg,Barred Spiral
152675.jpg,Barred Spiral
220932.jpg,Eliptical
46848.jpg,Eliptical
108289.jpg,Eliptical
132422.jpg,Barred Spiral
153171.jpg,Eliptical
161107.jpg,Spiral
47766.jpg,Eliptical
187992.jpg,Eliptical
32801.jpg,Eliptical
60956.jpg,Barred Spiral
80694.jpg,Barred Spiral
188468.jpg,Barred Spiral
43881.jpg,Barred Spiral
21791.jpg,Eliptical
142830.jpg,Eliptical
229314.jpg,Spiral
101023.jpg,Eliptical
244153.jpg,Barred Spiral
144503.jpg,Eliptical
144391.jpg,Barred Spiral
153596.jpg,Barred Spiral
23485.jpg,Spiral
56008.jpg,Spiral
95061.jpg,Barred Spiral
224817.jpg,Barred Spiral
88982.jpg,Eliptical
172793.jpg,Eliptical
232616.jpg,Spiral
168703.jpg,Eliptical
65640.jpg,Eliptical
80688.jpg,Barred Spiral
16537.jpg,Spiral
145075.jpg,Barred Spiral
158995.jpg,Eliptical
229644.jpg,Barred Spiral
177293.jpg,Eliptical
82540.jpg,Barred Spiral
36589.jpg,Barred Spiral
57989.jpg,Eliptical
126968.jpg,Eliptical
169654.jpg,Eliptical
96177.jpg,Eliptical
110319.jpg,Barred Spiral
138069.jpg,Spiral
67946.jpg,Eliptical
17253.jpg,Spiral
208109.jpg,Eliptical
56011.jpg,Eliptical
126369.jpg,Eliptical
219433.jpg,Eliptical
191874.jpg,Eliptical
114958.jpg,Barred Spiral
121981.jpg,Eliptical
119413.jpg,Eliptical
67199.jpg,Eliptical
149650.jpg,Barred Spiral
52404.jpg,Eliptical
149712.jpg,Barred Spiral
168298.jpg,Barred Spiral
149137.jpg,Spiral
74907.jpg,Eliptical
21158.jpg,Eliptical
62602.jpg,Eliptical
118396.jpg,Eliptical
116262.jpg,Spiral
16835.jpg,Barred Spiral
193605.jpg,Barred Spiral
101131.jpg,Eliptical
168158.jpg,Eliptical
239645.jpg,Barred Spiral
44715.jpg,Spiral
88235.jpg,Eliptical
140029.jpg,Barred Spiral
166955.jpg,Spiral
219994.jpg,Barred Spiral
58535.jpg,Spiral
94972.jpg,Barred Spiral
572.jpg,Barred Spiral
75995.jpg,Barred Spiral
112936.jpg,Barred Spiral
232591.jpg,Eliptical
179576.jpg,Eliptical
75453.jpg,Eliptical
220989.jpg,Eliptical
75719.jpg,Barred Spiral
173838.jpg,Spiral
168988.jpg,Barred Spiral
127646.jpg,Eliptical
183774.jpg,Eliptical
86890.jpg,Barred Spiral
199405.jpg,Eliptical
15684.jpg,Spiral
20876.jpg,Spiral
159344.jpg,Spiral
158017.jpg,Barred Spiral
227274.jpg,Eliptical
193494.jpg,Spiral
59412.jpg,Eliptical
212224.jpg,Spiral
64143.jpg,Barred Spiral
170672.jpg,Spiral
160395.jpg,Barred Spiral
88379.jpg,Eliptical
9211.jpg,Barred Spiral
118425.jpg,Barred Spiral
170506.jpg,Spiral
56017.jpg,Barred Spiral
17140.jpg,Eliptical
9777.jpg,Eliptical
136727.jpg,Eliptical
163640.jpg,Barred Spiral
190755.jpg,Eliptical
88824.jpg,Barred Spiral
40216.jpg,Barred Spiral
136113.jpg,Eliptical
235620.jpg,Eliptical
85011.jpg,Barred Spiral
242502.jpg,Spiral
200221.jpg,Spiral
126649.jpg,Eliptical
125140.jpg,Spiral
233466.jpg,Eliptical
224653.jpg,Eliptical
142679.jpg,Barred Spiral
170004.jpg,Spiral
67927.jpg,Eliptical
34989.jpg,Eliptical
187930.jpg,Barred Spiral
683.jpg,Eliptical
192979.jpg,Eliptical
141441.jpg,Spiral
67954.jpg,Eliptical
50059.jpg,Eliptical
14339.jpg,Eliptical
225154.jpg,Barred Spiral
109124.jpg,Barred Spiral
224165.jpg,Barred Spiral
70918.jpg,Spiral
210748.jpg,Spiral
74356.jpg,Eliptical
193250.jpg,Eliptical
158271.jpg,Spiral
203835.jpg,Barred Spiral
186772.jpg,Spiral
203410.jpg,Spiral
153110.jpg,Eliptical
86063.jpg,Barred Spiral
9874.jpg,Eliptical
195724.jpg,Eliptical
216081.jpg,Spiral
33458.jpg,Barred Spiral
129151.jpg,Barred Spiral
78694.jpg,Barred Spiral
89321.jpg,Eliptical
45411.jpg,Eliptical
46148.jpg,Spiral
57204.jpg,Spiral
117849.jpg,Barred Spiral
93040.jpg,Eliptical
144875.jpg,Barred Spiral
215291.jpg,Eliptical
154667.jpg,Barred Spiral
131385.jpg,Barred Spiral
135787.jpg,Eliptical
116917.jpg,Spiral
160124.jpg,Barred Spiral
199930.jpg,Spiral
128829.jpg,Barred Spiral
206490.jpg,Spiral
239886.jpg,Barred Spiral
83192.jpg,Eliptical
46703.jpg,Eliptical
55656.jpg,Barred Spiral
128485.jpg,Barred Spiral
79164.jpg,Eliptical
31474.jpg,Barred Spiral
167952.jpg,Barred Spiral
30429.jpg,Spiral
148793.jpg,Eliptical
66048.jpg,Eliptical
115457.jpg,Eliptical
109819.jpg,Eliptical
49931.jpg,Eliptical
132929.jpg,Barred Spiral
160753.jpg,Spiral
154694.jpg,Eliptical
101892.jpg,Barred Spiral
212434.jpg,Eliptical
235757.jpg,Barred Spiral
185612.jpg,Barred Spiral
228918.jpg,Eliptical
26104.jpg,Barred Spiral
153513.jpg,Eliptical
124667.jpg,Barred Spiral
178303.jpg,Barred Spiral
207029.jpg,Barred Spiral
17447.jpg,Barred Spiral
5503.jpg,Barred Spiral
152104.jpg,Eliptical
122993.jpg,Barred Spiral
42005.jpg,Eliptical
141627.jpg,Barred Spiral
245361.jpg,Eliptical
131366.jpg,Spiral
218931.jpg,Barred Spiral
55231.jpg,Eliptical
18557.jpg,Eliptical
214660.jpg,Spiral
184999.jpg,Spiral
80564.jpg,Barred Spiral
1625.jpg,Eliptical
122301.jpg,Eliptical
158533.jpg,Spiral
86854.jpg,Barred Spiral
213881.jpg,Barred Spiral
222774.jpg,Barred Spiral
214317.jpg,Barred Spiral
114003.jpg,Eliptical
69612.jpg,Eliptical
69123.jpg,Spiral
1263.jpg,Eliptical
61737.jpg,Spiral
126864.jpg,Barred Spiral
52975.jpg,Eliptical
118789.jpg,Barred Spiral
107787.jpg,Barred Spiral
89676.jpg,Eliptical
218024.jpg,Eliptical
102869.jpg,Barred Spiral
154263.jpg,Barred Spiral
139373.jpg,Eliptical
240567.jpg,Barred Spiral
166519.jpg,Eliptical
41128.jpg,Barred Spiral
61173.jpg,Eliptical
184094.jpg,Barred Spiral
172033.jpg,Spiral
230469.jpg,Eliptical
154168.jpg,Spiral
240182.jpg,Eliptical
53888.jpg,Barred Spiral
206748.jpg,Eliptical
220897.jpg,Barred Spiral
116062.jpg,Eliptical
38225.jpg,Eliptical
184213.jpg,Eliptical
90079.jpg,Spiral
243289.jpg,Eliptical
203565.jpg,Eliptical
196832.jpg,Eliptical
41361.jpg,Spiral
169688.jpg,Spiral
135263.jpg,Eliptical
50732.jpg,Eliptical
126950.jpg,Spiral
173776.jpg,Eliptical
200606.jpg,Barred Spiral
72357.jpg,Barred Spiral
12766.jpg,Barred Spiral
205555.jpg,Spiral
185695.jpg,Barred Spiral
240937.jpg,Eliptical
62794.jpg,Barred Spiral
244509.jpg,Barred Spiral
106711.jpg,Eliptical
245335.jpg,Eliptical
26422.jpg,Eliptical
151631.jpg,Eliptical
187252.jpg,Eliptical
79324.jpg,Eliptical
63866.jpg,Eliptical
22899.jpg,Barred Spiral
187619.jpg,Barred Spiral
5282.jpg,Spiral
3736.jpg,Barred Spiral
235372.jpg,Barred Spiral
185892.jpg,Barred Spiral
35961.jpg,Eliptical
122346.jpg,Barred Spiral
92133.jpg,Barred Spiral
59022.jpg,Barred Spiral
67259.jpg,Eliptical
171669.jpg,Eliptical
201474.jpg,Barred Spiral
101419.jpg,Spiral
38228.jpg,Eliptical
93636.jpg,Spiral
102640.jpg,Eliptical
111358.jpg,Eliptical
224733.jpg,Eliptical
66964.jpg,Barred Spiral
208984.jpg,Barred Spiral
74528.jpg,Spiral
220483.jpg,Eliptical
91992.jpg,Eliptical
118627.jpg,Spiral
20333.jpg,Eliptical
81553.jpg,Barred Spiral
127563.jpg,Eliptical
49466.jpg,Eliptical
229051.jpg,Barred Spiral
160383.jpg,Barred Spiral
26851.jpg,Barred Spiral
21067.jpg,Barred Spiral
125388.jpg,Spiral
53496.jpg,Barred Spiral
91723.jpg,Barred Spiral
53583.jpg,Barred Spiral
139655.jpg,Barred Spiral
240216.jpg,Barred Spiral
25767.jpg,Spiral
220126.jpg,Spiral
221025.jpg,Barred Spiral
179566.jpg,Barred Spiral
141443.jpg,Eliptical
138965.jpg,Barred Spiral
170574.jpg,Barred Spiral
231039.jpg,Eliptical
55833.jpg,Barred Spiral
151868.jpg,Barred Spiral
77960.jpg,Eliptical
23780.jpg,Barred Spiral
243895.jpg,Barred Spiral
44635.jpg,Eliptical
236523.jpg,Eliptical
101746.jpg,Spiral
241332.jpg,Eliptical
80333.jpg,Barred Spiral
11661.jpg,Spiral
88745.jpg,Barred Spiral
224105.jpg,Eliptical
48603.jpg,Eliptical
114790.jpg,Barred Spiral
127591.jpg,Eliptical
97461.jpg,Eliptical
65435.jpg,Eliptical
143280.jpg,Eliptical
13750.jpg,Eliptical
113990.jpg,Barred Spiral
84115.jpg,Eliptical
151524.jpg,Spiral
39018.jpg,Eliptical
144754.jpg,Barred Spiral
125538.jpg,Barred Spiral
173705.jpg,Barred Spiral
226794.jpg,Barred Spiral
55917.jpg,Eliptical
218813.jpg,Eliptical
19691.jpg,Eliptical
127523.jpg,Spiral
139313.jpg,Barred Spiral
197500.jpg,Eliptical
27816.jpg,Spiral
31753.jpg,Eliptical
126776.jpg,Spiral
114295.jpg,Barred Spiral
141995.jpg,Spiral
38638.jpg,Eliptical
194414.jpg,Spiral
243955.jpg,Spiral
70935.jpg,Eliptical
26337.jpg,Barred Spiral
122402.jpg,Eliptical
87151.jpg,Barred Spiral
236896.jpg,Eliptical
204079.jpg,Spiral
136529.jpg,Barred Spiral
135201.jpg,Barred Spiral
100836.jpg,Barred Spiral
25073.jpg,Barred Spiral
127851.jpg,Eliptical
62221.jpg,Barred Spiral
175490.jpg,Barred Spiral
67749.jpg,Barred Spiral
234055.jpg,Eliptical
108607.jpg,Eliptical
243323.jpg,Barred Spiral
71496.jpg,Barred Spiral
23410.jpg,Spiral
14303.jpg,Eliptical
164334.jpg,Eliptical
